players_name,date,team,opponent,rounds_won,rounds_lost,rating,map
mezii,2025-03-15,Vitality,The MongolZ,13,2,1.16,inf
mezii,2025-03-15,Vitality,The MongolZ,14,16,0.86,nuke
mezii,2025-03-15,Vitality,The MongolZ,13,4,1.01,anb
mezii,2025-03-14,Vitality,Liquid,13,9,1.18,d2
mezii,2025-03-14,Vitality,Liquid,13,9,1.44,anb
mezii,2025-03-09,Vitality,MOUZ,13,7,1.11,d2
mezii,2025-03-09,Vitality,MOUZ,13,6,0.8,inf
mezii,2025-03-08,Vitality,3DMAX,13,7,1.16,d2
mezii,2025-03-08,Vitality,3DMAX,13,5,1.09,trn
mezii,2025-03-07,Vitality,MIBR,13,8,0.88,trn
mezii,2025-03-07,Vitality,MIBR,13,3,1.2,inf
mezii,2025-03-07,Vitality,MIBR,7,13,0.96,anb
mezii,2025-02-09,Vitality,Spirit,13,11,1.25,mrg
mezii,2025-02-09,Vitality,Spirit,13,5,0.93,nuke
mezii,2025-02-09,Vitality,Spirit,13,6,0.9,d2
mezii,2025-02-08,Vitality,The MongolZ,13,9,1.22,nuke
mezii,2025-02-08,Vitality,The MongolZ,13,7,1.04,mrg
mezii,2025-02-04,Vitality,Virtus.pro,13,5,0.92,inf
mezii,2025-02-04,Vitality,Virtus.pro,13,8,0.92,anb
mezii,2025-02-02,Vitality,FaZe,19,16,1.18,d2
mezii,2025-02-02,Vitality,FaZe,10,13,0.94,anb
mezii,2025-02-02,Vitality,FaZe,13,3,1.86,nuke
mezii,2025-02-01,Vitality,3DMAX,13,9,1.24,nuke
mezii,2025-02-01,Vitality,3DMAX,19,16,1.28,inf
mezii,2025-01-24,Vitality,Eternal Fire,11,13,1.14,mrg
mezii,2025-01-24,Vitality,Eternal Fire,9,13,1.07,anb
mezii,2025-01-19,Vitality,Virtus.pro,13,6,1.58,inf
mezii,2025-01-19,Vitality,Virtus.pro,13,11,1.08,trn
mezii,2025-01-15,Vitality,Metizport,13,9,0.82,d2
mezii,2025-01-15,Vitality,Metizport,13,11,1.15,mrg
